5000,46652.31
94145,12130.59
86392,5141.72
10628,13760.91
41805,2429.49
69101,30818.85
36905,13241.31
55988,4605.04
89748,26703.49
76147,18737.06
28254,7133.36
45036,35894.87
60615,22421.71
17594,1162.09
5352,25245.05
93136,36159.89
1185,40473.22
32578,16417.92
27281,107157.01
97775,15214.60
93356,12762.34
96673,35925.77
94326,17188.83
74917,38968.81
53024,39784.57
72925,17059.41
11657,9450.34
42455,1416.46
43412,16917.20
59690,9979.05
42116,39922.36
12567,42003.00
90785,46811.57
45612,7137.83
19577,92374.53
66675,1731.75
20927,84220.24
79703,6694.84
14229,27050.60
51907,3594.83
6463,10382.90
60766,4900.71
15772,6277.85
95792,5490.92
99830,23762.73
65781,4563.44
40475,8526.80
18410,24030.22
85181,8825.65
89786,1783.26
2167,26315.66
47742,1390.29
44452,18404.00
84385,9011.42
49602,15751.30
93852,26458.65
62676,8116.67
76624,6324.76
58450,15956.36
60036,13450.39
64799,1871.92
19789,11788.42
2342,4371.30
2761,8480.99
82134,35462.12
75104,31223.10
13425,48630.13
25784,28207.45
41975,62115.65
75441,4523.10
93745,29558.42
22273,10597.95
22164,5110.05
13191,13891.56
16458,1338.92
90538,13444.83
22038,2067.46
35855,31171.87
39069,5290.97
27010,10178.35
70685,24550.12
1026,52262.66
91444,1736.06
11963,18121.49
57210,26202.39
38520,29894.44
33040,25117.99
78831,19089.04
66345,35838.44
52272,24341.48
11737,7231.94
24828,396.70
57939,7.36
26655,63215.82
21330,3956.29
82816,5758.51
15563,1163.45
28408,29469.06
58928,19878.09
95861,38942.81
56641,12654.18
85505,20611.61
53094,81891.27
69206,7809.80
15731,21769.39
93677,39081.27
69657,25194.26
29805,6673.41
82175,12361.36
77670,10271.36
73241,34540.05
53070,5828.35
44144,1618.91
19634,2822.60
59090,6935.82
86920,65375.64
58918,41959.02
19954,15479.43
63548,69014.73
24863,16657.41
52862,47449.69
20127,42131.96
38948,1756.21
30500,3931.82
43130,19474.44
10210,25693.53
75384,10444.46
45768,16146.00
32425,37211.91
98857,30937.14
97220,55940.34
59458,18384.08
92495,32589.22
70163,21822.40
79442,13811.76
45458,4999.85
41684,54646.24
17160,4197.03
58181,5615.79
57186,18612.05
9170,14320.37
7529,16403.58
85560,27964.96
55020,52066.29
9937,25008.82
37530,16685.65
20100,50540.77
998,299.65
23289,15684.78
78517,10434.79
34329,1853.38
64676,15301.82
21102,6022.32
47633,21442.13
2483,3612.43
15559,23972.43
70249,15596.16
91074,29951.90
146,19059.71
88630,19249.53
13327,37336.17
14559,24611.85
67791,15283.88
14580,63353.30
20957,93441.04
37241,14779.30
20354,1032.99
96828,20500.55
4518,12768.47
71493,10169.73
10916,12895.30
85944,4868.43
1583,9929.44
66511,4636.06
9709,9770.01
98896,24142.19
28945,11436.20
40741,37809.15
33171,3613.21
54281,10291.44
47001,2841.78
11371,7421.02
87694,36137.80
86807,40271.37
79950,11605.48
64546,359.60
58624,30171.73
63999,11845.32
8513,43047.42
18652,31340.76
92734,3754.61
7398,255.01
29755,15746.92
53666,7473.15
51671,1065.00
86910,10935.79
23250,82048.27
78218,39466.57
42467,19958.23
35218,15851.42
82551,28423.31
25735,11196.13
19659,51375.61
93395,33161.79
76930,20349.87
4506,5143.98
91032,80670.80
71926,52489.90
41731,28178.36
17727,15377.02
13781,25808.48
50436,23106.96
89523,10487.32
42999,24907.59
3367,11974.98
44007,23441.48
17646,2846.55
8186,633.71
15454,55854.72
7518,31756.32
77813,80086.89
13116,18833.80
41808,14560.57
1204,11836.23
4273,3717.29
78426,11273.02
97011,1410.96
87401,7096.74
82998,11062.45
98254,18784.89
42802,8771.55
47998,11608.62
32217,21933.94
14683,26527.16
29940,31986.68
21908,14681.08
82750,26363.09
54635,25480.73
23116,19761.56
20687,17381.55
76808,25896.11
78986,108963.07
43237,18273.78
86817,129912.90
79327,8224.34
68543,6683.38
84678,4374.66
79923,8380.96
77682,28429.45
92020,41409.53
28676,4616.36
10226,26147.63
65364,90366.77
53793,14898.11
21880,26548.29
71139,14057.81
5842,41937.83
7325,71282.06
34977,23463.33
38708,25296.45
29579,1523.19
61440,17843.17
92011,15690.18
79701,18057.12
65483,30182.45
47905,1282.76
57678,6083.03
42646,57913.13
65842,38796.16
83597,47920.58
35795,51307.06
14240,15567.40
39380,22683.98
26576,86364.67
42133,23703.19
38055,18619.75
60145,71774.56
13444,19697.52
4848,2841.10
48466,61460.10
14177,10428.02
46521,5142.70
45635,22765.36
26864,19713.66
47969,2487.14
75677,10224.27
89349,17188.85
63874,20010.09
55153,49975.78
21419,22577.27
99701,13590.77
53797,5322.15
61635,2920.15
56837,42061.94
6588,14683.23
68734,23426.56
85555,11231.47
44118,42409.71
15617,42293.08
80374,14005.34
84514,18515.10
30608,34597.49
17359,1839.50
38126,4964.94
38053,23867.51
23561,36707.43
77062,21975.80
44912,3401.89
89894,21387.16
45670,9432.82
96850,27859.13
93729,4653.96
58063,801.34
28762,49532.12
25136,28651.35
75769,16721.54
43670,22341.35
62613,13665.88
50659,41866.39
42996,28465.75
50930,24476.76
44767,22915.29
87360,5729.23
78620,27536.42
30004,45017.86
72367,5726.05
66655,17118.05
13232,26644.66
82624,9543.39
4643,18829.56
63601,44401.75
73255,60215.01
94196,24754.26
28230,13003.12
38648,23189.98
54873,88.90
71469,42663.77
31837,20857.50
55579,28403.11
52329,38540.14
44032,12145.86
61391,2991.29
2410,18389.13
69822,37542.37
88179,40886.48
24552,8676.41
26954,39557.74
54075,8050.41
66144,16398.27
14825,5430.83
32300,72507.05
87721,19106.20
46854,54316.93
29802,4659.67
96044,7365.58
77211,20159.29
34084,2263.15
36495,30163.79
72966,24209.88
35758,1949.28
57748,61755.67
66732,7456.07
21137,17138.23
71375,8146.95
3507,41220.19
14191,48423.64
4051,69923.00
93575,22061.87
35620,40168.35
92119,6903.24
71172,8958.22
21872,961.32
21519,56693.89
77231,18601.96
82604,52169.35
58826,17758.89
17992,14897.46
97633,15327.48
74748,52447.56
47291,10051.69
94614,4002.75
90676,803.41
63402,18552.81
69601,42693.60
14711,29814.69
47784,25361.58
31171,45349.30
54863,1885.24
81384,11817.65
58397,9611.62
12992,17971.49
53403,19877.40
25208,38216.15
62914,14434.93
91956,11876.81
47836,19294.63
66248,10879.56
12880,13228.58
38038,28140.87
76831,13652.56
88679,7325.16
2182,7954.90
85386,23684.58
70099,1226.51
36064,26689.98
84353,47893.56
45660,2996.59
6947,14898.80
83673,14654.26
15619,7150.21
86929,23691.50
24873,30263.69
87670,15272.64
418,8788.26
87641,2717.27
80390,2098.99
32854,5738.40
73590,44686.49
46688,16153.82
81425,26958.20
83983,52555.04
23096,29177.23
30988,11539.97
49541,91480.49
17335,34243.75
21737,24206.51
87601,31227.96
25316,27978.77
28904,17562.96
92275,9477.43
97285,11196.09
7860,10412.27
65315,161.76
16931,18121.42
11235,20137.95
97432,51082.91
39330,21348.13
49999,12608.76
7707,4279.87
35662,39808.58
84062,11166.31
6934,12278.55
88061,9630.66
6155,79936.83
84712,23259.74
25331,49795.72
10927,48024.88
57656,6263.04
89768,54331.69
8591,667.39
85603,14194.85
29291,81779.81
79816,11562.13
33709,16676.14
11253,15887.70
92447,34252.15
9133,29913.69
81827,56354.24
49505,35832.49
3615,29637.36
24976,21142.14
45715,3350.02
13061,8521.84
20606,703.96
26350,24264.75
85463,35907.23
73985,1137.04
14743,20780.52
54469,6925.77
61325,9241.21
84462,5449.49
73551,12565.75
89676,5493.18
89067,4089.95
73578,23254.99
66183,13350.85
73227,1599.81
74571,23275.25
36369,6354.74
80999,22307.32
5084,68697.12
56956,28100.14
40858,21943.39
87850,1755.49
86457,31300.72
52525,25537.75
44123,8629.83
87059,3433.39
8437,13392.15
79040,22942.55
71502,6721.50
51349,27790.86
79413,7894.25
6820,31725.07
85882,400.16
78830,9358.56
93723,32434.18
91309,15205.90
15821,71582.07
78391,17467.15
79434,6499.16
95932,27175.06
4279,24226.31
83931,23833.54
61746,32364.05
39836,29648.71
35674,34271.30
17490,56351.72
57934,13766.95
83070,41920.93
74205,15125.38
66415,13789.52
286,12696.97
85317,3666.72
3690,18609.38
42616,20952.72
70407,54952.08
24637,14716.45
77989,32754.66
67826,1556.45
70811,42295.08
68721,18466.36
18065,3682.05
88063,19188.76
45658,14513.71
67414,4646.92
77610,12515.28
76983,8593.40
58964,2253.56
12489,13566.41
31143,5711.18
26940,40797.67
62522,27024.60
20692,4006.70
37831,13960.03
62651,51993.11
8638,2809.30
72927,26244.02
59370,10136.06
51070,1010.14
22030,41637.87
50026,65256.52
41459,12493.45
37131,34078.62
48584,20488.91
73487,2886.04
86216,9180.58
65907,23769.91
29632,12500.09
14074,8547.44
47425,36282.56
19909,3113.39
15898,36404.38
92045,7681.22
68947,28933.08
92706,18617.06
39788,12844.00
24731,23731.54
79088,25822.85
11597,2313.60
49680,4246.08
34151,88408.99
72226,8442.33
82098,22934.45
97309,2620.22
29318,19407.76
59039,53985.58
19575,7360.90
48186,39933.23
5404,21626.22
34389,27364.40
30040,28299.19
14457,34726.79
99505,7080.65
93557,14001.74
32036,21656.71
12932,70810.18
67666,718.14
59349,26664.12
48798,34193.90
10757,39405.56
57661,53753.91
42040,54278.55
20187,13817.21
60135,105325.62
43149,19503.10
21527,31359.01
53491,67921.09
85515,13684.89
44632,41108.42
24660,36236.67
4906,70258.24
97458,2688.29
69227,90538.18
41871,56677.06
57692,11753.31
71906,48502.84
48557,70985.57
52541,21737.83
6705,5604.62
18191,55841.28
7284,17404.09
67959,9359.66
27321,15244.14
98740,29089.55
92768,56123.88
73041,2645.90
33379,31020.53
61919,1371.40
24554,896.40
55873,21577.63
53831,24460.26
25125,22021.23
46834,16723.63
39713,24825.87
98201,15657.62
60347,2739.44
76116,3783.46
55730,38902.42
72195,25739.29
67353,18056.70
32782,26464.40
2548,20444.70
91360,23556.92
98940,12425.88
44352,11894.23
83622,6368.00
10309,34688.70
76263,53399.35
1417,14138.71
6659,24890.78
43765,40162.66
40768,400.94
10611,7894.11
71050,26486.87
21564,67973.79
55264,14223.10
14059,26622.54
